시도,승인일자,이용건수_전체,이용금액_전체,이용건수_개인,이용금액_개인,이용건수_법인,이용금액_법인
제주,20221231,249.0,9821.0,231.0,8563.0,18.0,1259.0
제주,20230101,190.0,6227.0,179.0,5652.0,11.0,575.0
제주,20230102,231.0,8501.0,211.0,7151.0,20.0,1350.0
제주,20230103,231.0,8435.0,211.0,7049.0,21.0,1386.0
제주,20230104,234.0,8611.0,213.0,7190.0,21.0,1420.0
제주,20230105,230.0,8725.0,209.0,7330.0,21.0,1395.0
제주,20230106,234.0,8999.0,213.0,7440.0,21.0,1559.0
제주,20230107,221.0,8046.0,205.0,7135.0,16.0,911.0
제주,20230108,197.0,6622.0,184.0,5923.0,13.0,698.0
제주,20230109,231.0,8712.0,210.0,7269.0,21.0,1444.0
제주,20230110,232.0,8839.0,211.0,7363.0,21.0,1476.0
제주,20230111,237.0,8931.0,215.0,7306.0,22.0,1625.0
제주,20230112,228.0,8769.0,207.0,7125.0,21.0,1644.0
제주,20230113,219.0,8393.0,199.0,6807.0,20.0,1585.0
제주,20230114,226.0,8366.0,210.0,7372.0,16.0,994.0
제주,20230115,189.0,6700.0,176.0,5963.0,13.0,737.0
제주,20230116,229.0,9883.0,208.0,8011.0,21.0,1872.0
제주,20230117,228.0,10064.0,207.0,8177.0,21.0,1887.0
제주,20230118,234.0,10687.0,212.0,8633.0,22.0,2053.0
제주,20230119,245.0,11565.0,222.0,9458.0,22.0,2107.0
제주,20230120,271.0,13602.0,249.0,11290.0,22.0,2312.0
제주,20230121,231.0,8759.0,217.0,7947.0,14.0,812.0
제주,20230122,114.0,3041.0,108.0,2793.0,6.0,248.0
제주,20230123,175.0,5773.0,165.0,5288.0,10.0,485.0
제주,20230124,118.0,3681.0,110.0,3370.0,7.0,310.0
제주,20230125,199.0,7479.0,184.0,6445.0,15.0,1034.0
제주,20230126,225.0,9007.0,205.0,7391.0,20.0,1616.0
제주,20230127,201.0,8016.0,183.0,6612.0,18.0,1403.0
제주,20230128,186.0,6393.0,174.0,5676.0,13.0,716.0
제주,20230129,187.0,6223.0,175.0,5584.0,12.0,639.0
제주,20230130,235.0,9542.0,213.0,7623.0,22.0,1919.0
제주,20230131,235.0,9929.0,212.0,7624.0,23.0,2305.0
제주,20230201,231.0,9334.0,210.0,7698.0,22.0,1636.0
제주,20230202,230.0,9026.0,208.0,7455.0,22.0,1571.0
제주,20230203,236.0,9568.0,214.0,7907.0,22.0,1661.0
제주,20230204,228.0,8256.0,211.0,7323.0,17.0,934.0
제주,20230205,199.0,6582.0,186.0,5876.0,13.0,706.0
제주,20230206,219.0,8362.0,198.0,6864.0,21.0,1498.0
제주,20230207,231.0,8934.0,210.0,7325.0,22.0,1609.0
제주,20230208,234.0,9013.0,212.0,7412.0,22.0,1601.0
제주,20230209,221.0,8361.0,200.0,6875.0,20.0,1486.0
제주,20230210,237.0,9115.0,216.0,7502.0,21.0,1613.0
제주,20230211,229.0,8274.0,213.0,7296.0,17.0,978.0
제주,20230212,182.0,6131.0,170.0,5527.0,12.0,604.0
제주,20230213,231.0,8798.0,211.0,7340.0,20.0,1458.0
제주,20230214,240.0,9213.0,218.0,7576.0,22.0,1637.0
제주,20230215,225.0,9150.0,204.0,7545.0,21.0,1605.0
제주,20230216,228.0,9583.0,208.0,7984.0,21.0,1598.0
제주,20230217,237.0,9810.0,216.0,8120.0,21.0,1690.0
제주,20230218,223.0,8236.0,207.0,7300.0,16.0,936.0
제주,20230219,198.0,6859.0,185.0,6177.0,13.0,682.0
제주,20230220,236.0,9741.0,214.0,8088.0,22.0,1652.0
제주,20230221,233.0,9602.0,211.0,7712.0,22.0,1890.0
제주,20230222,233.0,9155.0,210.0,7372.0,23.0,1783.0
제주,20230223,233.0,9308.0,211.0,7691.0,22.0,1617.0
제주,20230224,245.0,9862.0,222.0,8016.0,22.0,1846.0
제주,20230225,227.0,8324.0,211.0,7335.0,17.0,989.0
제주,20230226,205.0,7107.0,191.0,6396.0,13.0,711.0
제주,20230227,240.0,9552.0,218.0,7734.0,22.0,1818.0
제주,20230228,247.0,10612.0,224.0,8452.0,23.0,2160.0
제주,20230301,206.0,7216.0,191.0,6407.0,15.0,810.0
제주,20230302,236.0,9443.0,214.0,7844.0,21.0,1600.0
제주,20230303,238.0,9646.0,217.0,8045.0,22.0,1600.0
제주,20230304,234.0,8179.0,217.0,7242.0,17.0,936.0
제주,20230305,200.0,6520.0,187.0,5899.0,13.0,621.0
제주,20230306,237.0,9156.0,215.0,7611.0,21.0,1545.0
제주,20230307,231.0,8791.0,209.0,7212.0,22.0,1579.0
제주,20230308,236.0,8581.0,214.0,7072.0,22.0,1509.0
제주,20230309,228.0,8308.0,207.0,6748.0,22.0,1560.0
제주,20230310,238.0,8810.0,216.0,7275.0,22.0,1535.0
제주,20230311,236.0,8110.0,219.0,7219.0,17.0,891.0
제주,20230312,184.0,6036.0,172.0,5439.0,12.0,597.0
제주,20230313,236.0,8833.0,214.0,7247.0,22.0,1586.0
제주,20230314,237.0,8623.0,215.0,7066.0,22.0,1557.0
제주,20230315,236.0,8653.0,213.0,7071.0,22.0,1582.0
제주,20230316,233.0,9033.0,211.0,7434.0,22.0,1599.0
제주,20230317,222.0,9073.0,202.0,7560.0,20.0,1513.0
제주,20230318,243.0,8639.0,226.0,7681.0,17.0,958.0
제주,20230319,208.0,6997.0,195.0,6308.0,13.0,689.0
제주,20230320,240.0,9409.0,218.0,7823.0,22.0,1586.0
제주,20230321,229.0,8789.0,208.0,7261.0,21.0,1528.0
제주,20230322,229.0,8557.0,207.0,7030.0,22.0,1528.0
제주,20230323,229.0,8436.0,208.0,6911.0,21.0,1525.0
제주,20230324,231.0,9056.0,210.0,7408.0,21.0,1648.0
제주,20230325,234.0,8259.0,217.0,7348.0,17.0,911.0
제주,20230326,213.0,7105.0,199.0,6382.0,14.0,723.0
제주,20230327,244.0,9247.0,221.0,7506.0,23.0,1740.0
제주,20230328,241.0,9085.0,218.0,7323.0,23.0,1762.0
제주,20230329,243.0,9039.0,220.0,7138.0,23.0,1901.0
제주,20230330,242.0,9251.0,219.0,7365.0,23.0,1886.0
제주,20230331,259.0,10707.0,235.0,8388.0,24.0,2320.0
제주,20230401,255.0,8953.0,237.0,7917.0,18.0,1036.0
제주,20230402,219.0,7270.0,205.0,6479.0,14.0,791.0
제주,20230403,246.0,9102.0,224.0,7548.0,22.0,1554.0
제주,20230404,230.0,8770.0,209.0,7141.0,21.0,1628.0
제주,20230405,215.0,7665.0,196.0,6276.0,19.0,1389.0
제주,20230406,230.0,8438.0,208.0,6823.0,22.0,1614.0
제주,20230407,243.0,9186.0,220.0,7495.0,22.0,1691.0
제주,20230408,247.0,8614.0,229.0,7638.0,18.0,976.0
제주,20230409,216.0,7036.0,202.0,6345.0,14.0,691.0
제주,20230410,249.0,9112.0,227.0,7560.0,22.0,1552.0
제주,20230411,240.0,8615.0,217.0,6997.0,22.0,1617.0
제주,20230412,244.0,8895.0,220.0,7148.0,23.0,1747.0
제주,20230413,246.0,8913.0,223.0,7202.0,23.0,1711.0
제주,20230414,228.0,8496.0,208.0,6998.0,20.0,1499.0
제주,20230415,243.0,8576.0,225.0,7612.0,17.0,964.0
제주,20230416,210.0,7028.0,196.0,6314.0,14.0,714.0
제주,20230417,251.0,9277.0,228.0,7657.0,23.0,1619.0
제주,20230418,238.0,9172.0,215.0,7523.0,22.0,1650.0
제주,20230419,247.0,9265.0,224.0,7598.0,23.0,1667.0
제주,20230420,250.0,9436.0,227.0,7532.0,24.0,1903.0
제주,20230421,256.0,9704.0,232.0,7936.0,24.0,1768.0
제주,20230422,240.0,8395.0,223.0,7388.0,18.0,1007.0
제주,20230423,209.0,7000.0,195.0,6258.0,14.0,742.0
제주,20230424,232.0,8632.0,211.0,7045.0,21.0,1587.0
제주,20230425,226.0,8583.0,205.0,6909.0,21.0,1675.0
제주,20230426,243.0,9403.0,220.0,7446.0,23.0,1957.0
제주,20230427,245.0,9246.0,222.0,7203.0,24.0,2043.0
제주,20230428,256.0,10572.0,232.0,8049.0,24.0,2523.0
제주,20230429,227.0,8287.0,211.0,7296.0,16.0,991.0
제주,20230430,225.0,7646.0,210.0,6844.0,14.0,802.0
제주,20230501,236.0,7859.0,219.0,6745.0,18.0,1114.0
제주,20230502,257.0,9611.0,234.0,7649.0,24.0,1962.0
제주,20230503,225.0,8566.0,203.0,6802.0,22.0,1764.0
제주,20230504,208.0,7642.0,190.0,6175.0,19.0,1467.0
제주,20230505,196.0,6787.0,183.0,6037.0,14.0,750.0
제주,20230506,246.0,8830.0,230.0,7908.0,17.0,921.0
제주,20230507,185.0,6498.0,173.0,5862.0,12.0,636.0
제주,20230508,257.0,9518.0,234.0,7768.0,23.0,1751.0
제주,20230509,246.0,8653.0,222.0,6890.0,23.0,1763.0
제주,20230510,252.0,8960.0,228.0,7097.0,24.0,1863.0
제주,20230511,250.0,8879.0,227.0,7059.0,24.0,1821.0
제주,20230512,247.0,8958.0,224.0,7154.0,23.0,1803.0
제주,20230513,239.0,8340.0,222.0,7309.0,17.0,1031.0
제주,20230514,216.0,6920.0,202.0,6202.0,14.0,718.0
제주,20230515,245.0,8654.0,222.0,6999.0,22.0,1655.0
제주,20230516,250.0,8656.0,227.0,6898.0,24.0,1758.0
제주,20230517,250.0,8987.0,226.0,7237.0,24.0,1750.0
제주,20230518,221.0,8432.0,201.0,6926.0,20.0,1506.0
제주,20230519,256.0,9774.0,232.0,7962.0,23.0,1813.0
제주,20230520,248.0,8368.0,230.0,7345.0,18.0,1023.0
제주,20230521,211.0,6854.0,197.0,6142.0,14.0,712.0
제주,20230522,241.0,8755.0,218.0,7083.0,22.0,1671.0
제주,20230523,247.0,8799.0,223.0,7013.0,24.0,1786.0
제주,20230524,242.0,8527.0,218.0,6704.0,24.0,1824.0
제주,20230525,253.0,9030.0,228.0,7054.0,24.0,1976.0
제주,20230526,260.0,9416.0,236.0,7411.0,24.0,2004.0
제주,20230527,232.0,7543.0,216.0,6698.0,16.0,846.0
제주,20230528,222.0,7047.0,208.0,6347.0,14.0,700.0
제주,20230529,226.0,7330.0,209.0,6447.0,16.0,883.0
제주,20230530,225.0,8396.0,204.0,6546.0,21.0,1850.0
제주,20230531,250.0,9914.0,225.0,7429.0,24.0,2485.0
제주,20230601,225.0,8309.0,203.0,6552.0,22.0,1757.0
제주,20230602,260.0,9614.0,236.0,7724.0,24.0,1890.0
제주,20230603,260.0,8634.0,241.0,7582.0,19.0,1052.0
제주,20230604,228.0,7098.0,214.0,6369.0,15.0,729.0
제주,20230605,258.0,9119.0,237.0,7494.0,22.0,1625.0
제주,20230606,224.0,7060.0,208.0,6233.0,16.0,826.0
제주,20230607,257.0,9055.0,233.0,7157.0,24.0,1898.0
제주,20230608,244.0,8509.0,221.0,6702.0,23.0,1807.0
제주,20230609,254.0,9038.0,230.0,7200.0,24.0,1839.0
제주,20230610,254.0,8350.0,235.0,7325.0,19.0,1025.0
제주,20230611,216.0,6698.0,202.0,6009.0,14.0,690.0
제주,20230612,251.0,8572.0,228.0,6935.0,23.0,1637.0
제주,20230613,246.0,8634.0,222.0,6780.0,24.0,1855.0
제주,20230614,250.0,8706.0,225.0,6822.0,24.0,1884.0
제주,20230615,249.0,8811.0,225.0,6955.0,24.0,1855.0
제주,20230616,256.0,9498.0,232.0,7651.0,24.0,1846.0
제주,20230617,249.0,8194.0,230.0,7180.0,18.0,1014.0
제주,20230618,212.0,6632.0,199.0,5946.0,14.0,686.0
제주,20230619,249.0,9119.0,226.0,7465.0,23.0,1654.0
제주,20230620,232.0,8689.0,211.0,7044.0,22.0,1645.0
제주,20230621,238.0,8898.0,215.0,7176.0,23.0,1722.0
제주,20230622,242.0,8773.0,218.0,6976.0,24.0,1797.0
제주,20230623,259.0,9228.0,235.0,7464.0,24.0,1764.0
제주,20230624,253.0,8311.0,234.0,7297.0,19.0,1014.0
제주,20230625,172.0,5534.0,161.0,4987.0,11.0,547.0
제주,20230626,239.0,8323.0,217.0,6723.0,22.0,1600.0
제주,20230627,222.0,7897.0,202.0,6281.0,20.0,1616.0
제주,20230628,242.0,8609.0,219.0,6771.0,23.0,1838.0
제주,20230629,237.0,8625.0,215.0,6679.0,23.0,1947.0
제주,20230630,218.0,8787.0,198.0,6630.0,20.0,2157.0
제주,20230701,245.0,8160.0,228.0,7192.0,17.0,968.0
제주,20230702,208.0,6251.0,194.0,5609.0,13.0,642.0
제주,20230703,229.0,7995.0,208.0,6473.0,21.0,1521.0
제주,20230704,238.0,8312.0,215.0,6613.0,23.0,1699.0
제주,20230705,239.0,8309.0,217.0,6600.0,23.0,1708.0
제주,20230706,245.0,8295.0,221.0,6617.0,23.0,1679.0
제주,20230707,242.0,8278.0,220.0,6679.0,22.0,1599.0
제주,20230708,219.0,7149.0,204.0,6314.0,15.0,836.0
제주,20230709,206.0,6257.0,192.0,5609.0,14.0,648.0
제주,20230710,245.0,8327.0,222.0,6792.0,23.0,1535.0
제주,20230711,245.0,8419.0,222.0,6727.0,24.0,1691.0
제주,20230712,241.0,8171.0,217.0,6481.0,24.0,1690.0
제주,20230713,242.0,8189.0,219.0,6469.0,23.0,1720.0
제주,20230714,246.0,8383.0,223.0,6745.0,23.0,1637.0
제주,20230715,248.0,7979.0,230.0,7014.0,18.0,965.0
제주,20230716,201.0,6106.0,188.0,5526.0,13.0,579.0
제주,20230717,231.0,8195.0,209.0,6736.0,22.0,1459.0
제주,20230718,224.0,8120.0,203.0,6717.0,21.0,1403.0
제주,20230719,243.0,8752.0,221.0,7138.0,23.0,1614.0
제주,20230720,247.0,8755.0,224.0,7120.0,23.0,1635.0
제주,20230721,254.0,9061.0,230.0,7365.0,23.0,1696.0
제주,20230722,228.0,7366.0,211.0,6452.0,16.0,914.0
제주,20230723,206.0,6296.0,192.0,5627.0,13.0,669.0
제주,20230724,235.0,8059.0,214.0,6649.0,21.0,1410.0
제주,20230725,245.0,8485.0,223.0,6897.0,22.0,1589.0
제주,20230726,251.0,8815.0,228.0,7131.0,23.0,1685.0
제주,20230727,255.0,8852.0,231.0,7155.0,24.0,1697.0
제주,20230728,255.0,9124.0,232.0,7426.0,23.0,1699.0
제주,20230729,254.0,8259.0,235.0,7302.0,18.0,957.0
제주,20230730,223.0,6753.0,208.0,6071.0,14.0,682.0
제주,20230731,267.0,9990.0,243.0,7765.0,24.0,2225.0
제주,20230801,262.0,9157.0,238.0,7499.0,24.0,1658.0
제주,20230802,261.0,9036.0,237.0,7398.0,23.0,1638.0
제주,20230803,261.0,8868.0,238.0,7314.0,24.0,1554.0
제주,20230804,264.0,9078.0,241.0,7515.0,24.0,1564.0
제주,20230805,256.0,8325.0,238.0,7391.0,18.0,934.0
제주,20230806,223.0,6735.0,209.0,6031.0,15.0,704.0
제주,20230807,261.0,9024.0,238.0,7419.0,24.0,1605.0
제주,20230808,257.0,8760.0,234.0,7116.0,23.0,1644.0
제주,20230809,222.0,7423.0,202.0,6149.0,20.0,1275.0
제주,20230810,235.0,7840.0,215.0,6530.0,20.0,1310.0
제주,20230811,257.0,8700.0,234.0,7093.0,23.0,1607.0
제주,20230812,251.0,8101.0,233.0,7180.0,18.0,921.0
제주,20230813,221.0,6775.0,207.0,6056.0,14.0,719.0
제주,20230814,264.0,9042.0,241.0,7471.0,23.0,1570.0
제주,20230815,233.0,7191.0,215.0,6298.0,17.0,893.0
제주,20230816,260.0,9027.0,237.0,7415.0,24.0,1612.0
제주,20230817,251.0,8972.0,228.0,7357.0,23.0,1615.0
제주,20230818,258.0,9241.0,235.0,7643.0,23.0,1597.0
제주,20230819,248.0,8011.0,230.0,7077.0,18.0,934.0
제주,20230820,215.0,6482.0,201.0,5834.0,14.0,648.0
제주,20230821,253.0,8742.0,230.0,7278.0,23.0,1464.0
제주,20230822,241.0,8477.0,219.0,6987.0,22.0,1490.0
제주,20230823,217.0,7711.0,197.0,6230.0,20.0,1481.0
제주,20230824,241.0,8450.0,219.0,6843.0,22.0,1607.0
제주,20230825,260.0,9352.0,236.0,7555.0,24.0,1797.0
제주,20230826,250.0,8028.0,232.0,7082.0,18.0,946.0
제주,20230827,216.0,6656.0,202.0,5977.0,14.0,679.0
제주,20230828,246.0,8762.0,224.0,7037.0,23.0,1726.0
제주,20230829,237.0,8568.0,215.0,6841.0,22.0,1727.0
제주,20230830,219.0,7921.0,199.0,6223.0,20.0,1698.0
제주,20230831,247.0,9568.0,224.0,7242.0,23.0,2326.0
제주,20230901,242.0,9036.0,220.0,7243.0,22.0,1793.0
제주,20230902,242.0,8069.0,225.0,7109.0,17.0,960.0
제주,20230903,211.0,6494.0,198.0,5806.0,14.0,688.0
제주,20230904,247.0,8551.0,224.0,6867.0,23.0,1684.0
제주,20230905,245.0,8615.0,222.0,6884.0,23.0,1731.0
제주,20230906,252.0,8823.0,228.0,7030.0,24.0,1793.0
제주,20230907,246.0,8817.0,222.0,6894.0,23.0,1923.0
제주,20230908,257.0,9029.0,233.0,7293.0,24.0,1736.0
제주,20230909,256.0,8596.0,237.0,7528.0,19.0,1068.0
제주,20230910,215.0,6696.0,201.0,5969.0,14.0,728.0
제주,20230911,250.0,8478.0,227.0,6898.0,22.0,1580.0
제주,20230912,243.0,8631.0,220.0,6751.0,23.0,1880.0
제주,20230913,247.0,8647.0,223.0,6850.0,23.0,1797.0
제주,20230914,237.0,8408.0,215.0,6588.0,22.0,1820.0
제주,20230915,257.0,9560.0,233.0,7737.0,23.0,1824.0
제주,20230916,231.0,7836.0,214.0,6888.0,16.0,948.0
제주,20230917,198.0,6344.0,185.0,5675.0,13.0,669.0
제주,20230918,248.0,9438.0,225.0,7624.0,23.0,1814.0
제주,20230919,244.0,9132.0,221.0,7260.0,23.0,1873.0
제주,20230920,242.0,9236.0,218.0,7135.0,23.0,2102.0
제주,20230921,242.0,9383.0,218.0,7139.0,23.0,2244.0
제주,20230922,246.0,9735.0,223.0,7509.0,23.0,2226.0
제주,20230923,241.0,8138.0,223.0,7021.0,18.0,1117.0
제주,20230924,208.0,6992.0,195.0,6146.0,14.0,846.0
제주,20230925,252.0,10548.0,228.0,7893.0,24.0,2655.0
제주,20230926,259.0,11514.0,234.0,8702.0,25.0,2812.0
제주,20230927,294.0,14247.0,269.0,11103.0,25.0,3145.0
제주,20230928,251.0,8823.0,236.0,8040.0,14.0,783.0
제주,20230929,153.0,4067.0,145.0,3735.0,8.0,333.0
제주,20230930,193.0,6272.0,182.0,5681.0,11.0,592.0
제주,20231001,212.0,6682.0,200.0,6056.0,12.0,626.0
제주,20231002,227.0,7262.0,213.0,6496.0,14.0,766.0
제주,20231003,205.0,6472.0,191.0,5739.0,14.0,734.0
제주,20231004,245.0,9174.0,223.0,7165.0,22.0,2009.0
제주,20231005,237.0,8681.0,214.0,6825.0,22.0,1856.0
제주,20231006,246.0,9231.0,223.0,7289.0,23.0,1942.0
제주,20231007,226.0,7809.0,210.0,6872.0,16.0,938.0
제주,20231008,208.0,6873.0,195.0,6215.0,13.0,658.0
제주,20231009,219.0,7178.0,203.0,6320.0,16.0,858.0
제주,20231010,249.0,8910.0,227.0,7157.0,22.0,1753.0
제주,20231011,246.0,8950.0,223.0,7021.0,23.0,1929.0
제주,20231012,245.0,8866.0,221.0,6958.0,23.0,1907.0
제주,20231013,250.0,9111.0,227.0,7183.0,23.0,1928.0
제주,20231014,244.0,8345.0,227.0,7278.0,18.0,1067.0
제주,20231015,210.0,6718.0,197.0,6008.0,13.0,710.0
제주,20231016,245.0,8778.0,223.0,7055.0,22.0,1722.0
제주,20231017,243.0,9192.0,221.0,7275.0,23.0,1916.0
제주,20231018,250.0,9764.0,227.0,7815.0,23.0,1949.0
제주,20231019,247.0,9353.0,224.0,7389.0,23.0,1964.0
제주,20231020,250.0,9900.0,228.0,7890.0,22.0,2009.0
제주,20231021,244.0,8486.0,227.0,7468.0,17.0,1018.0
제주,20231022,211.0,6867.0,197.0,6129.0,13.0,738.0
제주,20231023,246.0,9048.0,224.0,7254.0,22.0,1794.0
제주,20231024,243.0,9025.0,220.0,7072.0,23.0,1953.0
제주,20231025,253.0,9234.0,229.0,7053.0,24.0,2181.0
제주,20231026,247.0,8925.0,224.0,6903.0,23.0,2023.0
제주,20231027,250.0,9480.0,226.0,7322.0,23.0,2158.0
제주,20231028,242.0,8316.0,225.0,7229.0,17.0,1087.0
제주,20231029,212.0,6827.0,198.0,6057.0,14.0,770.0
제주,20231030,244.0,9184.0,221.0,7151.0,23.0,2033.0
제주,20231031,244.0,9758.0,220.0,7175.0,24.0,2583.0
제주,20231101,241.0,9078.0,218.0,7054.0,23.0,2024.0
제주,20231102,241.0,8719.0,218.0,6896.0,23.0,1823.0
제주,20231103,247.0,9252.0,224.0,7241.0,23.0,2011.0
제주,20231104,241.0,8178.0,224.0,7143.0,17.0,1035.0
제주,20231105,197.0,6511.0,184.0,5802.0,13.0,709.0
제주,20231106,232.0,8742.0,212.0,7055.0,21.0,1687.0
제주,20231107,232.0,8760.0,210.0,6868.0,22.0,1892.0
제주,20231108,237.0,8818.0,214.0,6906.0,23.0,1912.0
제주,20231109,235.0,8584.0,213.0,6779.0,22.0,1806.0
제주,20231110,243.0,9277.0,221.0,7489.0,21.0,1788.0
제주,20231111,239.0,8442.0,222.0,7433.0,17.0,1009.0
제주,20231112,195.0,6634.0,183.0,5945.0,12.0,689.0
제주,20231113,232.0,8811.0,211.0,7038.0,21.0,1773.0
제주,20231114,229.0,8992.0,207.0,7084.0,22.0,1908.0
제주,20231115,240.0,9642.0,218.0,7641.0,22.0,2000.0
제주,20231116,215.0,8820.0,195.0,7181.0,20.0,1639.0
제주,20231117,228.0,9610.0,207.0,7843.0,20.0,1767.0
제주,20231118,228.0,8445.0,212.0,7478.0,16.0,967.0
제주,20231119,201.0,6907.0,188.0,6163.0,13.0,744.0
제주,20231120,237.0,9291.0,215.0,7593.0,21.0,1697.0
제주,20231121,234.0,8945.0,212.0,7109.0,22.0,1836.0
제주,20231122,234.0,8944.0,211.0,7086.0,22.0,1858.0
제주,20231123,232.0,8891.0,210.0,6995.0,22.0,1897.0
제주,20231124,240.0,9631.0,218.0,7609.0,22.0,2021.0
제주,20231125,228.0,8259.0,211.0,7249.0,16.0,1010.0
제주,20231126,200.0,6719.0,188.0,6022.0,13.0,697.0
제주,20231127,233.0,9301.0,212.0,7420.0,21.0,1881.0
제주,20231128,226.0,9468.0,205.0,7210.0,22.0,2259.0
제주,20231129,225.0,9473.0,203.0,7237.0,22.0,2236.0
제주,20231130,224.0,10109.0,202.0,7445.0,23.0,2664.0
제주,20231201,232.0,9993.0,210.0,7969.0,22.0,2024.0
제주,20231202,224.0,8355.0,208.0,7326.0,16.0,1029.0
제주,20231203,197.0,6635.0,184.0,5939.0,13.0,696.0
제주,20231204,231.0,9324.0,210.0,7394.0,21.0,1930.0
제주,20231205,231.0,9203.0,209.0,7198.0,22.0,2005.0
제주,20231206,228.0,9119.0,206.0,7070.0,22.0,2048.0
제주,20231207,230.0,9051.0,208.0,6991.0,22.0,2060.0
제주,20231208,241.0,9454.0,219.0,7411.0,22.0,2043.0
제주,20231209,235.0,8093.0,218.0,7090.0,17.0,1003.0
제주,20231210,194.0,6212.0,182.0,5581.0,12.0,631.0
제주,20231211,220.0,8256.0,200.0,6508.0,19.0,1749.0
제주,20231212,224.0,8756.0,203.0,6773.0,21.0,1983.0
제주,20231213,229.0,9033.0,206.0,6927.0,22.0,2106.0
제주,20231214,217.0,8506.0,196.0,6450.0,21.0,2056.0
제주,20231215,230.0,9858.0,210.0,7759.0,21.0,2099.0
제주,20231216,209.0,7821.0,195.0,6933.0,14.0,888.0
제주,20231217,171.0,5764.0,160.0,5206.0,10.0,558.0
제주,20231218,224.0,9640.0,203.0,7546.0,21.0,2093.0
제주,20231219,223.0,9592.0,201.0,7330.0,22.0,2262.0
제주,20231220,223.0,9845.0,201.0,7343.0,22.0,2502.0
제주,20231221,182.0,7334.0,165.0,5474.0,17.0,1860.0
제주,20231222,184.0,6925.0,169.0,5329.0,15.0,1596.0
제주,20231223,214.0,7812.0,200.0,6954.0,14.0,858.0
제주,20231224,200.0,6929.0,188.0,6288.0,12.0,640.0
제주,20231225,208.0,7028.0,195.0,6323.0,13.0,706.0
제주,20231226,241.0,10795.0,217.0,7852.0,23.0,2944.0
제주,20231227,235.0,10297.0,212.0,7470.0,24.0,2827.0
제주,20231228,238.0,10239.0,215.0,7638.0,23.0,2601.0
제주,20231229,253.0,10985.0,230.0,8317.0,23.0,2668.0
제주,20231230,243.0,9116.0,226.0,7949.0,17.0,1167.0
제주,20231231,224.0,7893.0,210.0,7101.0,13.0,791.0
